index_origin,author,time,toefl,gre_total,gre_v,gre_q,gre_aw,district,season,type,offertype,major_school_apply,major_school,gpa,graduated,gre_raw,gre_sub,extrainfo,college_apply,major_apply,college_before,major_before,cross,gpa_measure,rl,intern,research,paper,first,sci,exchange
10624,hdfaji,17,105,322,154,168,3.5, 美国,Fall,MS,AD无奖,EE@SMU, ee @ bit,3.1,,154+168+3.5,, NCSU暑期研究，一些国内实验室科研项目,SMU,EE, bit,ee,0,4,0,0,1,0,0,0,0
10627,bbem,17,105,321,155,166,3, 美国,Fall,MS,AD无奖,CS@USC, ece @ sjtu,NA,,155 166 3.0,,,USC,CS, sjtu,ece,0,NA,0,0,0,0,0,0,0
10629,KenZhuJMHK,17,98,319,149,170, , 美国,Fall,MS,AD无奖,ME@ME@UM, ME @ ,3.67,,319 V149+Q170,, 博世马勒水实习一段,UM,ME, ,ME,1,4,0,1,1,0,0,0,0
10631,eyan422,17,102,322,155,167,, 美国,Fall,混合,Rej,CS@CMU, CS @ UESTC,3.7,": CS @ NUS, GPA  3.2: 海外",322155167,,,CMU,CS, UESTC,CS,1,4,0,0,0,0,0,0,0
10632,cdzzz,17,106,324,154,170,3.5, 美国,Fall,MS,AD无奖,CS@ebiz@CMU, 金融学 @ 四川大学,3.67,,324(154+170)+3.5,, 国内两个不知名公司的实习，证券公司投行岗，软件公司开发岗,CMU,CS, 四川大学,金融学,0,4,0,1,0,0,0,0,0
10633,蜗了个大牛,17,98,321,,,3.5, 美国,Fall,PhD,AD无奖,ME@Ohio State University, Mechatronics @ ZJU,88,,321(AW3.5),,,Ohio State University,ME, ZJU,Mechatronics,0,100,0,0,0,0,0,0,0
10637,ljc147135,17,98,321,,,, 美国,Fall,MS,Rej,CS@CS@UTD, ME @ 华中科技大学,81,,321,,,UTD,CS, 华中科技大学,ME,0,100,0,0,0,0,0,0,0
10639,pencil033,17,103,322,,,3, 美国,Fall,MS,Rej,CS@CMU, EE @ 台湾某大学,3.9,": EE @ , GPA  约3.6: 海外",322+3.0,,,CMU,CS, 台湾某大学,EE,0,4,0,0,0,0,0,0,0
1064,HeraXiang,17,106,326,,,3, 美国,Spring,MS,AD无奖,CS@Purdue, engineering physics @ ,82,,326+3,,,Purdue,CS, ,engineering physics,0,100,0,1,0,0,0,0,0
10641,leonardz,17,106,324,154,170,3.5, 美国,Fall,PhD,Offer,Other@Maryland, GIS/Math @ PKU,3.5,,154+170+3.5,, 无论文，无海外暑研，无会议，无牛推,Maryland,Other, PKU,GIS/Math,0,4,0,0,0,0,-1,-1,0
10644,myownday,17,99,332,,,3.5, 美国,Fall,MS,AD无奖,CS@GWU, 材料 @ 重大,3.24,,332+3.5,, 并没有,GWU,CS, 重大,材料,0,4,0,0,0,0,0,0,0
10645,catmiaomiao,17,100,320,150,170,3, 美国,Fall,MS,AD无奖,EE@西北大学 东北大学,  @ uestc,87,,150+170+3,,,西北大学 东北大学,EE, uestc,,0,100,0,0,0,0,0,0,0
10646,helenheting,17,IELTS 7.0,314,144,170,3.5, 美国,Fall,MS,AD无奖,BioInfo@northeastern university, bioinformaitcs @ 大连理工,3.4,,G 144/170/3.5 total314,,海外科研四个月 总排名7/50，但是专业排名1/50,northeastern university,BioInfo, 大连理工,bioinformaitcs,0,4,0,0,1,0,0,0,0
10657,sqz20,17,109,327,,,4, 美国,Fall,MS,AD无奖,Stat/Biostat@George Washington University, 工商管理 @ 央财,87.46,,327+AW4.0,, 转专业,George Washington University,Stat/Biostat, 央财,工商管理,0,100,0,0,0,0,0,0,0
10659,donnice,17,99,321,153,168,3, 美国,Fall,MS,AD无奖,Econ/Biz@MSTM@UIUC, Finance @ ,3.85,,153+168+3,, 两年国内全职水工作,UIUC,Econ/Biz, ,Finance,0,4,0,1,0,0,0,0,0
10661,WillCD,17,waived,318,148,170,3, 美国,Fall,MS,AD无奖,Stat/Biostat@Columbia University, 数学+CS minor @ 普通州立大学本科,3.8,,148+170+3.0,, 一封对冲基金实习的推荐信，两封美国老师的推荐信,Columbia University,Stat/Biostat, 普通州立大学本科,数学+CS minor,0,4,0,1,0,0,0,0,0
10666,高子越,17,111,331,,,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@Columbia;Yale, Stat @ ,NA,,331+3.5,math:97%,,Columbia;Yale,Stat/Biostat, ,Stat,0,NA,0,0,0,0,0,0,0
10668,hx545063863,17,95,314,,,, 美国,Fall,MS,AD无奖,EE@Southern Methodist University, EE @ ,3.1,,314,,,Southern Methodist University,EE, ,EE,1,4,0,0,0,0,0,0,0
10670,Francis_Luo,17,100,326,156,170,3.5, 美国,Fall,MS,AD无奖,EE@ECE@NEU, 通信工程 @ ,NA,,156+170+3.5,,,NEU,EE, ,通信工程,0,NA,0,0,0,0,0,0,0
10675,Randyyyyy,17,103,326,,,3.5, 美国,Fall,MS,AD无奖,CS@CGGT@Upenn, EE @ SEU,3.6,,326+3.5,,相关水EI三作，500强相关实习+推荐信，有封IEEE一个分会Chair的推荐信目测没什么用，水项目若干,Upenn,CS, SEU,EE,0,4,0,1,1,1,0,0,0
10677,Linusguo,17,waived,317,,,3, 美国,Fall,PhD,Offer,Chem/CEng@LSU, 化学工程 @ DUT,3.2,": Chemical & biochemical engineering @ Rutgers, GPA  3.8/4.0: 海外",317+3.0,,,LSU,Chem/CEng, DUT,化学工程,0,4,0,0,0,0,0,0,0
10679,haibaraai1996,17,109,319,152,167,3, 美国,Fall,MS,AD无奖,CS@CS@UChicago, 电子商务 E-commerce Engineering @ BUPT,NA,,152+167+3,, 学校老师两封，港大科研教授一封,UChicago,CS, BUPT,电子商务 E-commerce Engineering,0,NA,0,1,1,0,0,0,0
10682,ksmksb,17,104,330,160,170,, 美国,Fall,MS,Rej,MFE/Fin/FinMath@Gatech, 金数 @ ,3.57,,160+170,, 无,Gatech,MFE/Fin/FinMath, ,金数,0,4,0,0,0,0,0,0,0
10683,shubonah,17,97,312,,,3.5, 美国,Fall,MS,AD无奖,CS@UTD, MIS @ 台灣私立大學,3.68,,312+3.5,,,UTD,CS, 台灣私立大學,MIS,0,4,0,0,0,0,0,0,0
10684,70707,17,106,320,,,, 美国,Fall,MS,AD无奖,IEOR, Materials Science & Engineering @ SJTU,3.43,,320, NA,,UIUC,IEOR, SJTU,Materials Science & Engineering,0,4,0,1,0,0,0,0,0
10685,xingyang753951,17,waived,320,152,168,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@Columbia University, Applied Math. @ ,3.89,,168+152+3。5,,,Columbia University,Stat/Biostat, ,Applied Math.,0,4,0,0,0,0,0,0,0
10686,栗子馅的糯米团,17,104,321,151,170,3.5, 美国,Fall,MS,AD无奖,EE@Columbia, EE @ NJU,4.35,,151+170+3.5,,,Columbia,EE, NJU,EE,1,5,0,0,0,0,0,0,0
10687,angerhang,17,waived,325,157,168,3.5, 欧洲,Fall,混合,Rej,BioInfo@Neuroscience@Oxford, Computer Science @ ,3.67,,157 + 168 + 3.5,, 两个实验室老板 + 暑期帝国理工实习一封 + CMU CS交换,Oxford,BioInfo, ,Computer Science,0,4,0,1,1,0,0,1,1
10693,ACCRT,17,106,316,149,167,3, 美国,Fall,MS,Rej,CS@UChicago, SE @ SJTU,3.55,,149+167+3,,,UChicago,CS, SJTU,SE,0,4,0,1,0,0,0,0,0
10694,525301250,17,106,332,162,170,4, 其他,Fall,MS,Rej,EE@oxford, EE @ 北理工,88,,332,, 一篇二作一篇三作一篇四作都是水论文 两段华为实习 三段实验室搬砖 一封中科院自动化所推荐信一封普渡PHD推荐信一封新国立PHD推荐信,oxford,EE, 北理工,EE,1,100,0,1,0,1,0,0,0
10699,grandthegrand,17,101,339,,,, 美国,Fall,MS,AD无奖,CE@sit, ECE @ U of Macau,3.29,,339,,,sit,CE, U of Macau,ECE,0,4,0,0,0,0,0,0,0
10700,ultra7677,17,96,315,,,2.5, 美国,Fall,MS,AD无奖,CS@CS@Syracuse University, CS @ 复旦大学,3.05,,315+2.5,, SAP实习，NYU Shanghai实习,Syracuse University,CS, 复旦大学,CS,1,4,0,1,0,0,0,0,0
10701,飞跃了,17,97,316,149,167,, 美国,Fall,MS,AD无奖,Math/AppliedMath@Neu, 数学与应用数学 @ ,85.6,,149+167,, 国奖美赛，省级两年科研无论文,Neu,Math/AppliedMath, ,数学与应用数学,0,100,0,0,1,0,-1,-1,0
10705,Linusguo,17,97,316,,,3, 美国,Fall,PhD,Rej,Chem/CEng@TAMU, 化学工程 @ DUT,3.2,": Chemical and biochemical engineering @ Rutgers, GPA  3.81/4.0:",316+3.0,,,TAMU,Chem/CEng, DUT,化学工程,0,4,0,0,0,0,0,0,0
10708,Kyue,17,114,330,160,170,4.5, 美国,Fall,PhD,Offer,Stat/Biostat@UW, stat @ 港大,3.84,,160+170+4.5,, research有三段水过，并无实际paper，好在推荐的老师都很nice,UW,Stat/Biostat, 港大,stat,0,4,0,0,1,0,-1,-1,0
10711,小Alice呀,17,112,327,,,, 美国,Fall,MS,AD无奖,CS@Ebiz@CMU, MIS @ ,87,,327,, 咨询行业半年实习；互联网行业实习,CMU,CS, ,MIS,0,100,0,1,0,0,0,0,0
10714,youryz,17,112,328,,,, 美国,Fall,PhD,Offer,CS@UIUC, 信息工程 @ 上交,87.4,": 信息与通信工程 @ 上交, GPA  3.55/4.0:",328,,,UIUC,CS, 上交,信息工程,0,100,0,0,0,0,0,0,0
10716,Weichen,17,103,328,158,170,3.5, 美国,Fall,MS,AD无奖,CS@USC, SE @ 苏州大学,3.73,,158+170+3.5,, 无牛推,USC,CS, 苏州大学,SE,0,4,0,0,0,0,0,0,0
1072,辛三条,17,103,324,,,3, 美国,Fall,MS,AD无奖,CS@cs@uci ucd tandon gwu gu, CS @ ,86,,324+3,, 做过一堆大小项目 推荐信都是学校任课老师,uci ucd tandon gwu gu,CS, ,CS,1,100,0,0,1,0,0,0,0
10721,70707,17,106,320,,,, 美国,Fall,MS,AD无奖,IEOR@UIUC, MSE @ SJTU,3.43,,320,,,UIUC,IEOR, SJTU,MSE,0,4,0,1,0,0,0,0,0
10722,烟花易冷wrc,17,99,324,156,168,3.5, 美国,Fall,MS,AD无奖,EE@ECE@NEU, 测控技术与仪器 @ 天津大学,3.48,,156+168+3.5,, 无牛推,NEU,EE, 天津大学,测控技术与仪器,0,4,0,0,0,0,0,0,0
10727,airplane_u,17,101,325,157,168,3.5, 美国,Fall,MS,AD无奖,CS@ebiz@CMU, MIS @ ,3.76,,157+168+3.5,,,CMU,CS, ,MIS,0,4,0,0,0,0,0,0,0
10728,huuii,17,105,327,,,3.5, 美国,Fall,MS,AD无奖,EE@EE@NEU, Physics @ bit,3.7,,327+3.5,, 无牛推,NEU,EE, bit,Physics,0,4,0,0,0,0,0,0,0
10735,麻木的爱,17,105,325,157,168,3.5, 美国,Fall,MS,Offer,CS@ebiz@cmu, 电子商务 @ ,3.7,,157+168+3.5,,,cmu,CS, ,电子商务,0,4,0,0,0,0,0,0,0
10739,l418360043,17,107,331,161,170,3.5, 美国,Fall,MS,AD无奖,CS@CMU, 材料科学与工程 @ 清华,86.8,,161+170+3.5,, 哈佛推荐信,CMU,CS, 清华,材料科学与工程,0,100,0,0,0,0,0,0,0
10742,宛若晨昏,17,108,331,,,, 美国,Fall,MS,AD无奖,CS@GWU, 分子科学与工程 @ 天津大学,3.71,,331,, 无,GWU,CS, 天津大学,分子科学与工程,0,4,0,0,0,0,0,1,0
10745,血精灵王子,17,101,320,,,3, 美国,Fall,PhD,Offer,ME@University of Wisconsin-Madison, 土木工程 @ 同济大学,3,": Civil and Environmental Engineering @ Northwestern University, GPA  3.86: 海外",320+3.0,,,University of Wisconsin-Madison,ME, 同济大学,土木工程,0,4,0,0,0,0,0,0,0
10747,二院老同志,17,107,323,,,3, 美国,Fall,MS,AD无奖,EE@NEU, 光电信息科学与工程 @ 天大,3.45,,323+3,,,NEU,EE, 天大,光电信息科学与工程,0,4,0,0,0,0,0,0,0
10748,izaac,17,104,322,152,170,3, 美国,Fall,MS,Offer,CS@UTD, CS @ NEU(China),87.4,,152+170+3.0,, 三个月小实习+无论文水科研,UTD,CS, NEU(China),CS,1,100,0,1,1,0,-1,-1,0
1075,yuanqijiong,17,waived,321,153,168,3.5, 美国,Fall,MS,Rej,CS@UCDavis, EE @ ,3.88,,153 168 3.5,,,UCDavis,CS, ,EE,0,4,0,0,0,0,0,0,0
10750,acdsee8602,17,102,327,157,170,3, 美国,Fall,MS,AD无奖,Stat/Biostat@biostat@UTH, mathematics @ ,3.81,,157V+170Q+3,,,UTH,Stat/Biostat, ,mathematics,0,4,0,0,0,0,0,0,0
10754,zsj3618,17,106,322,152,170,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@UCONN  STATISTICS,统计学 @ 财经211,NA,,152+170+3.5,, 无牛推，一个水项目,UCONN  STATISTICS,Stat/Biostat,财经211,统计学,0,NA,0,0,1,0,0,0,0
10755,Lyu,17,108,321,151,170,3, 美国,Fall,MS,AD无奖,CS@cs@UChicago, stat @ NJU,NA,":  @ , GPA  : ",151+170+3,,,UChicago,CS, NJU,stat,0,NA,0,0,0,0,0,0,0
10757,QDkAc,17,106,333,,,3.5, 美国,Fall,PhD,Offer,CS@UIUC, yaoclass @ THU,91,,333+3.5,,,UIUC,CS, THU,yaoclass,0,100,0,0,0,0,0,0,0
10761,超级小天,17,92,323,,,3, 美国,Fall,MS,AD无奖,CS@GWU, communication engineering @ BISTU,3.2,,323,, 无,GWU,CS, BISTU,communication engineering,0,4,0,0,0,0,0,0,0
10763,特别沉小姐,17,104,329,,,3, 美国,Fall,MS,AD无奖,ME@CS37@USC, 能源 @ ,90.7,,329+3,,,USC,ME, ,能源,0,100,0,0,0,0,0,0,0
10765,misty1007,17,105,321,,,, 美国,Fall,MS,AD无奖,CS@CMU, ECON @ RUC,3.48,": Policy & Data @ Penn, GPA  3.68: 海外",321,,,CMU,CS, RUC,ECON,0,4,0,0,0,0,0,0,0
10767,ruolan_cmu,17,107,321,157,164,, 美国,Fall,MS,AD无奖,CS@USC,  @ zju,3.95,,157+164,, 没交推荐信、没交ps,USC,CS, zju,,0,4,0,0,0,0,0,0,0
1077,lastti,17,106,324,154,170,3, 美国,Fall,MS,Rej,CS@UCD, 通信工程 @ SYSU,3.7,,154+170+3.0,,,UCD,CS, SYSU,通信工程,0,4,0,0,0,0,0,0,0
10773,乔丹丹,17,101,326,158,168,3.5, 美国,Fall,MS,Rej,MIS@TAMU, 广告 @ HUST,3.55,,158，168，3.5，326,, 无牛推，两年it工作经验,TAMU,MIS, HUST,广告,0,4,0,1,0,0,0,0,0
10774,123的树,17,104,328,,,, 美国,Fall,MS,AD无奖,CS@CMU, Software Engineering @ UESTC,89.86,,328,, 无科研无牛推 intel半年水实习,CMU,CS, UESTC,Software Engineering,0,100,0,1,0,0,0,0,0
10775,无刻,17,101,323,,,3, 美国,Fall,MS,Rej,CS@UT Dallas, EE @ 西南交大,83,,323+3,,,UT Dallas,CS, 西南交大,EE,0,100,0,0,0,0,0,0,0
10776,peters0550,17,IELTS 7.5,314,,,3.5, 美国,Fall,MS,Rej,MIS@cmu-ebiz, 计算机科学 @ ,3.58,,314+3.5,,,cmu-ebiz,MIS, ,计算机科学,0,4,0,0,0,0,0,0,0
10778,小水蜜桃,17,103,322,,,3.5, 美国,Fall,MS,AD无奖,EE@EE@columbia, EE @ SEU,3.65,,322+3.5,, 国奖/项目实习若干,columbia,EE, SEU,EE,1,4,0,1,1,0,0,0,0
10779,wuyifu00,17,106,327,157,170,3, 美国,Fall,MS,AD无奖,CS@ebiz@CMU, 电子商务 @ 中央财经大学,89.7,,157+170+3,,,CMU,CS, 中央财经大学,电子商务,0,100,0,0,0,0,0,0,0
10780,边边张,17,109,335,,,3.5, 美国,Fall,MS,AD无奖,CS@eBiz@CMU, math＋cs @ hku,3.8,,335+3.5,,,CMU,CS, hku,math＋cs,0,4,0,0,0,0,0,0,0
10782,wannagotousa,17,108,328,,,3.5, 美国,Fall,MS,AD无奖,CS@cmu ebiz, 电信工程 @ BUPT,NA,,328+3.5,, 水实习实验室,cmu ebiz,CS, BUPT,电信工程,0,NA,0,1,0,0,0,0,0
10785,irisshaw,17,101,328,160,168,, 美国,Fall,MS,Rej,MIS@UMD, MIS @ ,3.54,,160+168,,,UMD,MIS, ,MIS,1,4,0,0,0,0,0,0,0
10788,tianqingche,17,IELTS 7.5,325,,,3, 美国,Fall,MS,AD无奖,CS@GWU, 信管 @ ,3.5,,325+3,, 无牛推，水科研；杭州无人车公司java实习了两个月,GWU,CS, ,信管,0,4,0,1,1,0,0,0,0
10791,wrte,17,103,331,,,3.5, 美国,Fall,MS,AD无奖,Math/AppliedMath@Applied Math@UW, AE @ BUAA,3.7,,331 3.5,, 一个哥大数学AP  UW毕业的    一个意大利教授,UW,Math/AppliedMath, BUAA,AE,0,4,0,0,0,0,0,0,0
10793,zyxallen348,17,102,324,,,3, 美国,Fall,MS,AD小奖,EE@NYU Tandon, 通信工程 @ ,3.34,,324+3,,,NYU Tandon,EE, ,通信工程,0,4,0,0,0,0,0,0,0
10794,ArcSaberK,17,108,325,155,170,3.5, 美国,Fall,MS,AD无奖,CS@UPenn, CS @ 浙大,88,,155+170+3.5,, 加拿大暑期科研,UPenn,CS, 浙大,CS,1,100,0,0,1,0,0,0,0
10796,wbbssr,17,94,324,,,2.5, 美国,Fall,PhD,Offer,Math/AppliedMath@Southern Methodist University, Math @ ZJU,3.73,,324+2.5,93%, 一封强推,Southern Methodist University,Math/AppliedMath, ZJU,Math,0,4,0,0,0,0,0,0,0
10797,hd71205991,17,102,322,,,, 美国,Fall,MS,AD无奖,Chem/CEng@UVA, 机械 @ 同济,81,,322,,,UVA,Chem/CEng, 同济,机械,0,100,0,0,0,0,0,0,0
10798,lst13759,17,86,314,,,, 美国,Fall,MS,AD无奖,CS@scu, EE @ ,3.48,,314,,,scu,CS, ,EE,0,4,0,0,0,0,0,0,0
10799,joker468,17,84,314,146,168,3, 美国,Fall,MS,AD小奖,CS@Syracuse, CS @ BUCT,3.56,,146+168＝314 aw3,, 无牛推，只有一个中科院的实习,Syracuse,CS, BUCT,CS,1,4,0,1,0,0,0,0,0
10801,wannagotousa,17,108,328,,,3.5, 美国,Fall,MS,AD无奖,CS@GWU, 电信工程 @ BUPT,78,,328+3.5,, 水经历,GWU,CS, BUPT,电信工程,0,100,0,1,0,0,0,0,0
10802,AARONRAY,17,89,317,149,168,3, 美国,Fall,MS,AD无奖,CS@Santa Clara University, 软件工程 @ HBUT,NA,,149 168 3.0,,,Santa Clara University,CS, HBUT,软件工程,0,NA,0,0,0,0,0,0,0
10807,Icedgems,17,94,318,150,168, , 美国,Fall,MS,Rej,MFE/Fin/FinMath@RPI, Applied Math @ ,3.62,,150168318,,3 relative internships,RPI,MFE/Fin/FinMath, ,Applied Math,0,4,0,1,0,0,0,0,0
10808,heyuan_alex,17,107,324,157,167,3, 美国,Fall,MS,Rej,EE@EE@Upenn, 测控技术与仪器 @ 天津大学,3.58,,157+167+3.0,,,Upenn,EE, 天津大学,测控技术与仪器,0,4,0,0,0,0,0,0,0
10809,似水锦年,17,107,322,156,166,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@biostatistics@UW, 统计 @ ,88,,V156+Q166+AW3.5,,,UW,Stat/Biostat, ,统计,0,100,0,0,0,0,0,0,0
10811,delphine77,17,105,324,154,170,4, 美国,Fall,MS,AD无奖,EE@UPenn, 光电 @ HUST,3.74,,170+154+4,, 一篇二作，一篇一作,UPenn,EE, HUST,光电,0,4,0,0,0,1,1,0,0
10812,luoyanlin423,17,100,321,,,, 美国,Fall,MS,Rej,EE@EE@UPITT, 电子信息工程 @ XDU,NA,,321,, 无,UPITT,EE, XDU,电子信息工程,0,NA,0,0,0,0,0,0,0
10814,steven.pan,17,106,325,155,170,3, 美国,Fall,MS,AD无奖,CS@CS@USC, CS @ DLUT,90,,155+170+3.0,, 无牛推,USC,CS, DLUT,CS,1,100,0,0,0,0,0,0,0
10816,lst13759,17,86,314,,,, 美国,Fall,MS,Rej,CS@GWU, EE @ ,84.5,,314,,,GWU,CS, ,EE,0,100,0,0,0,0,0,0,0
10817,huuii,17,105,327,157,170,3.5, 美国,Fall,MS,Rej,EE@EE@UPenn, Physics @ BIT,3.7,,157+170+3.5,, 转专业,UPenn,EE, BIT,Physics,0,4,0,0,0,0,0,0,0
10819,Bethesda,17,109,324,154,170,3.5, 美国,Fall,MS,AD无奖,EE@EE@Columbia, EE @ ZJU,83,,154+170=324 AW3.5,,,Columbia,EE, ZJU,EE,1,100,0,0,0,0,0,0,0
10823,fhyu,17,100,315,153,162,3.5, 美国,Fall,MS,AD无奖,MIS@UNC, 网络与新媒体 @ ,3.67,":  @ , GPA  : ",153+162+3.5=315,,,UNC,MIS, ,网络与新媒体,0,4,0,0,0,0,0,0,0
10828,lynettepan,17,N/A,323,157,166,4, 美国,Fall,MS,AD无奖,Stat/Biostat@George Washington University, BS BIOLOGICAL SCIENCES @ UCSB,3.54,,157+166+4,,,George Washington University,Stat/Biostat, UCSB,BS BIOLOGICAL SCIENCES,0,4,0,0,0,0,0,0,0
10829,sophiacy,17,109,324,,,4, 美国,Fall,MS,AD无奖,CS@USC, CS @ ,4,,324+4,,,USC,CS, ,CS,1,4,0,0,0,0,0,0,0
1083,MacJordan,17,102,322,152,170,3, 美国,Fall,MS,AD无奖,EE@WPI, automation @ ,82,,152 170 3,,,WPI,EE, ,automation,0,100,0,0,0,0,0,0,0
10832,calvinyhchen,17,102,318,151,167,, 美国,Fall,MS,AD无奖,CS@CS@USC, CS @ ,NA,,151+167,,,USC,CS, ,CS,1,NA,0,0,0,0,0,0,0
10834,要么瘦要么死,17,107,321,,,3, 美国,Fall,MS,AD无奖,EE@Columbia, 光电 @ 浙大,NA,,321+3,,,Columbia,EE, 浙大,光电,0,NA,0,0,0,0,0,0,0
10844,cytangela037,17,98,320,152,168,3.5, 美国,Fall,MS,Rej,Stat/Biostat@普度, 金融 @ ,NA,,152+168+3.5,,,普度,Stat/Biostat, ,金融,0,NA,0,0,0,0,0,0,0
10847,onionyuki,17,103,321,,,, 美国,Fall,MS,AD无奖,EE@Columbia, EE @ 北邮,3.7,,321,,,Columbia,EE, 北邮,EE,1,4,0,0,0,0,0,0,0
10849,haohaohu,17,101,325,,,, 美国,Fall,MS,Rej,EE@Upenn, material physics @ SYSU,3.72,,325,,,Upenn,EE, SYSU,material physics,0,4,0,0,0,0,0,0,0
1085,AlexLiuyuhan,17,102,325,155,170,3.5, 美国,Fall,MS,AD无奖,CS@CS@SMU,  @ BUPT,79,,155+170+3.5,,,SMU,CS, BUPT,,0,100,0,0,0,0,0,0,0
10850,albertoncemore,17,waived,334,165,169,3.5, 美国,Spring,MS,AD无奖,IEOR@Stanford University,EECS; Maths @ U.S. Top 20,3.4,,165 169 3.5,数学 89%, 无,Stanford University,IEOR,U.S. Top 20,EECS; Maths,0,4,0,0,0,0,0,0,0
10851,liangisabella,17,111,324,155,169,3.5, 美国,Fall,MS,AD无奖,EE@Columbia,  @ SEU,3.74,":  @ SEU, GPA  3.83/4.0:",155+169+3.5,,,Columbia,EE, SEU,,0,4,0,0,0,0,0,0,0
10854,小粽子要出国,17,100,325,,,3, 澳洲,Fall,PhD,AD小奖,Math/AppliedMath@University of Melbourne, 数学与应用数学专业 @ 湖南大学,NA,":  @ USTC, GPA  : ",325+3.0,,,University of Melbourne,Math/AppliedMath, 湖南大学,数学与应用数学专业,0,NA,0,0,0,0,0,0,0
10855,divine,17,103,325,158,167,3.5, 美国,Fall,MS,AD无奖,EE@Columbia, EE @ ,89,,158+167+3.5,, 无,Columbia,EE, ,EE,1,100,0,0,0,0,0,0,0
10856,UoL烩儿,17,waived,316,,,, 美国,Fall,MS,AD无奖,EE@UPenn, 微电子 @ UoL,6,,316,, AMD,UPenn,EE, UoL,微电子,0,NA,0,0,0,0,0,0,0
10857,凡尘忆梦,17,100,327,157,170,3.5, 美国,Fall,MS,AD无奖,EE@EE@Columbia University,  @ BUPT,90.3,,157+170+3.5,, 无,Columbia University,EE, BUPT,,0,100,0,0,0,0,0,0,0
10858,unijun,17,102,324,154,170,3.5, 美国,Fall,MS,Rej,EE@Upenn, 通信工程 @ SHU,3.55,,154+170+3.5=324+3.5,, 无牛推，学校老师推荐,Upenn,EE, SHU,通信工程,0,4,0,0,0,0,0,0,0
10861,aaronhan223,17,IELTS 7.5,321,153,168,4, 美国,Fall,MS,AD无奖,EE@UPenn, EE @ UoE,3.92,,153+168+4,, 暑期科研牛推,UPenn,EE, UoE,EE,1,4,1,0,1,0,0,0,0
10862,sallygaoxh,17,108,324,,,3, 美国,Fall,MS,Rej,EE@Upenn, 电信工程 @ BUPT,89,,324+3,,,Upenn,EE, BUPT,电信工程,0,100,0,0,0,0,0,0,0
10866,cheminok,17,100,316,152,164,, 美国,Fall,MS,AD无奖,ME@Michigan Tech University, 热能动力 @ 山东大学,81,,V152/Q164/W3 316,,2封推荐信都是美国人给写的,Michigan Tech University,ME, 山东大学,热能动力,0,100,0,0,0,0,0,0,0
10867,410059274,17,108,330,160,170,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@UMich, 无关专业 @ ,NA,,330,,,UMich,Stat/Biostat, ,无关专业,0,NA,0,0,0,0,0,0,0
10869,wang19950103,17,104,320,,,3, 美国,Fall,MS,AD无奖,EE@EE@Upenn, EE @ WHU,3.5,,320+3,, 论文＋科研＋专利,Upenn,EE, WHU,EE,1,4,0,0,1,1,0,0,0
10871,Ashin,17,109,328,158,170,3.5, 美国,Fall,MS,AD无奖,EE@EE@Columbia, 通信工程 @ 华科,87.51,,158 170 3.5,,,Columbia,EE, 华科,通信工程,0,100,0,0,0,0,0,0,0
10874,369719480,17,102,323,,,, 美国,Fall,MS,AD无奖,EE@Upenn, 光电 @ 中大,3.8,,323,,,Upenn,EE, 中大,光电,0,4,0,0,0,0,0,0,0
10876,momocoy,17,102,320,150,170,3, 美国,Fall,MS,AD无奖,EE@EE@Upenn, 光电 @ 浙大,3.84,,150+170+3.0,, 美国导师推荐信,Upenn,EE, 浙大,光电,0,4,0,0,0,0,0,0,0
10879,henghenghengcai,17,101,325,,,3, 美国,Fall,MS,AD无奖,Stat/Biostat@Umich, 生物工程 @ ,3.4,,325+3,,,Umich,Stat/Biostat, ,生物工程,0,4,0,0,0,0,0,0,0
10880,viviancsw,17,107,330,,,3, 美国,Fall,MS,AD小奖,Envir@CEE@CMU, 环工 @ FDU,3.5,,330+3,,,CMU,Envir, FDU,环工,0,4,0,0,0,0,0,0,0
10881,elenazang,17,114,326,,,, 美国,Fall,MS,AD无奖,Chem/CEng@Upenn, 化学 @ ,92.4,,326,, 大三交流外国导师一份，自己学校院长一份，实验室导师一份。二作一篇水文。,Upenn,Chem/CEng, ,化学,0,100,0,0,0,1,0,0,1
10884,guardian27,17,103,320,153,167,3, 美国,Fall,MS,AD无奖,Stat/Biostat@Epidemiology@UMich, 生物技术 @ 上海交通大学,3.77,,"V153, Q167, AW3.0",, 交大教授导师，耶鲁授课教授，台湾的大学校长,UMich,Stat/Biostat, 上海交通大学,生物技术,0,4,0,0,0,0,1,0,0
10886,EEhhh,17,101,322,152,170,3, 美国,Fall,MS,AD无奖,EE@UPenn, EE @ NKU,3.77,,322(152+170) + 3,,一封暑期UCB暑校间隙实习(1 month)推荐信,UPenn,EE, NKU,EE,1,4,0,1,0,0,0,0,0
10887,grace000,17,104,324,154,170,3.5, 美国,Fall,MS,AD无奖,EE@UPenn, 通信工程 @ SDU,91.48,,154+170+3.5,,,UPenn,EE, SDU,通信工程,0,100,0,0,0,0,0,0,0
